MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Planned EU amount,N+3 De-commitment Amount,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of additional initial pre-financing,Net additional initial pre-financing,Total net initial pre-financing,Cumulative annual pre-financing,Annual pre-financing covered by expenditure,Recovery of annual pre-financing,Net annual pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
HU,Hungary,2014HU05FMOP001,FEAD - Hungary,FEAD,,2018,"93,882,921.00",0.00,"93,882,921.00","10,327,121.31",0.00,0.00,0.00,"10,327,121.31",0.00,0.00,0.00,0.00,"19,552,399.23",0.00,"19,552,399.23","29,879,520.54",31.83,31.83
MT,Malta,2014MT16M1OP001,Fostering a competitive and sustainable economy - MT - ERDF/CF,ERDF,Transition,2018,"369,353,997.00",0.00,"369,353,997.00","10,388,782.71",0.00,0.00,0.00,"10,388,782.71","25,539,090.83",0.00,"16,016,040.01","9,523,050.82","45,443,280.06",0.00,"45,443,280.06","65,355,113.59",17.69,17.69
GR,Greece,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - GR - ESF/YEI,YEI,,2018,"500,841,580.00",0.00,"500,841,580.00","13,721,362.34","48,882,353.27",0.00,"48,882,353.27","62,603,715.61","29,638,468.64",0.00,"15,865,325.18","13,773,143.46","136,993,791.38","8,296,582.82","128,697,208.56","205,074,067.63",40.95,40.95
LT,Lithuania,2014LT06RDNP001,Lithuania - National Rural Development,EAFRD,,2018,"1,663,166,240.00",0.00,"1,663,166,240.00","49,894,987.20",0.00,0.00,0.00,"49,894,987.20",0.00,0.00,0.00,0.00,"684,314,419.77",0.00,"684,314,419.77","734,209,406.97",44.15,44.15
PT,Portugal,2014PT16M2OP007,Algarve - ERDF/ESF,ESF,Transition,2018,"94,355,240.00",0.00,"94,355,240.00","3,104,287.39",0.00,0.00,0.00,"3,104,287.39","6,541,177.07",0.00,"4,102,094.10","2,439,082.97","10,522,612.82",0.00,"10,522,612.82","16,065,983.18",17.03,17.03
ES,Spain,2014ES16RFOP014,Extremadura  - ERDF,ERDF,Less developed,2018,"740,592,537.00",0.00,"740,592,537.00","22,192,582.72",0.00,0.00,0.00,"22,192,582.72","48,297,129.94",0.00,"29,276,562.88","19,020,567.06","60,051,197.10",0.00,"60,051,197.10","101,264,346.88",13.67,13.67
RO,Romania,2014RO05SFOP001,Administrative Capacity - RO - ESF,ESF,More developed,2018,"101,772,177.00",0.00,"101,772,177.00","3,826,633.88",0.00,0.00,0.00,"3,826,633.88","7,055,356.22",0.00,"4,424,545.43","2,630,810.79","7,462,251.25",0.00,"7,462,251.25","13,919,695.92",13.68,13.68
DK,Denmark,2014DK05FSOP001,FEAD - Denmark,FEAD,,2018,"3,944,660.00",0.00,"3,944,660.00","433,912.60",0.00,0.00,0.00,"433,912.60",0.00,0.00,0.00,0.00,"1,783,916.86",0.00,"1,783,916.86","2,217,829.46",56.22,56.22
HU,Hungary,2014HU16M2OP001,Territorial and settlement Development  - ERDF/ESF,ESF,Less developed,2018,"383,445,126.00",0.00,"383,445,126.00","11,615,714.07",0.00,0.00,0.00,"11,615,714.07","28,555,297.08",0.00,"17,907,559.18","10,647,737.90","37,015,055.58","1,874,569.82","35,140,485.76","57,403,937.73",14.97,14.97
GR,Greece,2014GR05M9OP001,Human Resources Development Education and Lifelong Learning - GR - ESF/YEI,YEI Specific Allocation,,2018,"250,420,790.00",0.00,"250,420,790.00","6,860,681.17","48,882,353.27",0.00,"48,882,353.27","55,743,034.44","14,819,234.32",0.00,"7,932,662.59","6,886,571.73","68,496,895.69","4,148,291.41","64,348,604.28","126,978,210.45",50.71,50.71
HU,Hungary,2014HU05M2OP001,Human Resources Development - HU - ESF/ERDF,ESF,Less developed,2018,"1,707,972,503.00",0.00,"1,707,972,503.00","48,164,824.59",0.00,0.00,0.00,"48,164,824.59","118,405,193.79",0.00,"74,254,104.58","44,151,089.21","323,375,847.82",0.00,"323,375,847.82","415,691,761.62",24.34,24.34
SI,Slovenia,2014SI14MFOP001,Maritime and Fisheries - Slovenia,EMFF,,2018,"24,809,114.00",0.00,"24,809,114.00","699,617.01",0.00,0.00,0.00,"699,617.01","1,719,891.83",0.00,"1,078,576.24","641,315.59","1,839,945.66",0.00,"1,839,945.66","3,180,878.26",12.82,12.82
DE,Germany,2014DE16M2OP001,Niedersachsen - ERDF/ESF,ESF,Transition,2018,"97,449,663.00",0.00,"97,449,663.00","2,748,080.49",0.00,0.00,0.00,"2,748,080.49","6,755,697.87",0.00,"4,236,624.09","2,519,073.78","13,968,412.61",0.00,"13,968,412.61","19,235,566.88",19.74,19.74
ES,Spain,2014ES05SFOP016,Extremadura - ESF,ESF,Less developed,2018,"274,376,562.00",0.00,"274,376,562.00","8,726,407.17",0.00,0.00,0.00,"8,726,407.17","18,387,786.53",0.00,"11,531,323.76","6,856,462.77","67,389,034.31",0.00,"67,389,034.31","82,971,904.25",30.24,30.24
RO,Romania,2014RO06RDNP001,Romania - National Rural Development,EAFRD,,2018,"8,127,996,402.00",0.00,"8,127,996,402.00","325,119,856.08",0.00,0.00,0.00,"325,119,856.08",0.00,0.00,0.00,0.00,"3,239,338,229.25",0.00,"3,239,338,229.25","3,564,458,085.33",43.85,43.85
ES,Spain,2014ES05SFOP017,Melilla  - ESF,ESF,Transition,2018,"8,533,371.00",0.00,"8,533,371.00","246,888.01",0.00,0.00,0.00,"246,888.01","520,228.30",0.00,"326,244.87","193,983.43","766,772.09",0.00,"766,772.09","1,207,643.53",14.15,14.15
CZ,Czechia,2014CZ16RFOP002,Integrated Regional Programme - CZ - ERDF,ERDF,More developed,2018,"24,149,612.00",0.00,"24,149,612.00","681,019.05",0.00,0.00,0.00,"681,019.05","1,674,171.83",0.00,"1,049,904.37","624,267.46","245,304.92",0.00,"245,304.92","1,550,591.43",6.42,6.42
SI,Slovenia,2014SI06RDNP001,Slovenia - National Rural Development,EAFRD,,2018,"837,849,803.00",0.00,"837,849,803.00","25,135,494.09",0.00,0.00,0.00,"25,135,494.09",0.00,0.00,0.00,0.00,"298,390,989.63",0.00,"298,390,989.63","323,526,483.72",38.61,38.61
ES,Spain,2014ES05SFOP001,La Rioja  - ESF,ESF,More developed,2018,"11,359,424.00",0.00,"11,359,424.00","360,382.58",0.00,0.00,0.00,"360,382.58","759,377.58",0.00,"476,219.84","283,157.74","1,440,080.71",0.00,"1,440,080.71","2,083,621.03",18.34,18.34
DE,Germany,2014DE16RFOP005,Bremen - ERDF,ERDF,More developed,2018,"103,021,352.00",0.00,"103,021,352.00","2,905,202.10",0.00,0.00,0.00,"2,905,202.10","7,141,955.18",0.00,"4,478,853.25","2,663,101.93","14,748,316.76",0.00,"14,748,316.76","20,316,620.79",19.72,19.72
CY,Cyprus,2014CY05FMOP001,FEAD - Cyprus,FEAD,,2018,"3,944,660.00",0.00,"3,944,660.00","433,912.60",0.00,0.00,0.00,"433,912.60",0.00,0.00,0.00,0.00,"786,140.47",0.00,"786,140.47","1,220,053.07",30.93,30.93
DE,Germany,2014DE16M2OP001,Niedersachsen - ERDF/ESF,ESF,More developed,2018,"190,068,972.00",0.00,"190,068,972.00","5,359,944.99",0.00,0.00,0.00,"5,359,944.99","13,176,531.44",0.00,"8,263,248.53","4,913,282.91","43,820,911.24",0.00,"43,820,911.24","54,094,139.14",28.46,28.46
RO,Romania,2014RO16RFTA001,Technical Assistance - RO - ERDF,ERDF,Less developed,2018,"240,510,639.00",0.00,"240,510,639.00","8,020,425.57",0.00,0.00,0.00,"8,020,425.57","15,887,659.62",0.00,"9,273,617.05","6,614,042.57","76,772,177.25",0.00,"76,772,177.25","91,406,645.39",38.01,38.01
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2019,"82,875,935.00","-2,714,311.00","80,161,624.00","2,286,240.78",0.00,0.00,0.00,"2,286,240.78","5,666,964.10",0.00,"3,524,621.20","2,142,342.90","3,298,930.76",0.00,"3,298,930.76","7,727,514.44",9.64,9.32
FR,France,2014FR16M0OP005,Haute-Normandie - ERDF/ESF/YEI,ESF,More developed,2018,"43,271,661.00",0.00,"43,271,661.00","1,339,081.02",0.00,0.00,0.00,"1,339,081.02","3,182,989.03",0.00,"2,064,416.57","1,118,572.46","3,468,764.22",0.00,"3,468,764.22","5,926,417.70",13.70,13.70
SE,Sweden,2014SE06RDNP001,Sweden - National Rural Development,EAFRD,,2018,"1,763,565,250.00",0.00,"1,763,565,250.00","52,366,957.50",0.00,0.00,0.00,"52,366,957.50",0.00,0.00,0.00,0.00,"632,048,095.82",0.00,"632,048,095.82","684,415,053.32",38.81,38.81
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,YEI,,2018,"108,384,390.00",0.00,"108,384,390.00","2,193,837.60","10,603,548.40",0.00,"10,603,548.40","12,797,386.00","6,362,737.02",0.00,"3,382,166.30","2,980,570.72","17,412,841.62","983,959.82","16,428,881.80","32,206,838.52",29.72,29.72
FR,France,2014FR05M2OP001,Guadeloupe et St Martin - ESF/ERDF,ESF,Less developed,2018,"157,185,104.00",0.00,"157,185,104.00","4,658,219.94",0.00,0.00,0.00,"4,658,219.94","11,244,657.37",0.00,"7,181,422.42","4,063,234.95","27,967,337.36",0.00,"27,967,337.36","36,688,792.25",23.34,23.34
FR,France,2014FR06RDRP002,Martinique - Rural Development,EAFRD,,2018,"130,200,000.00",0.00,"130,200,000.00","3,906,000.00",0.00,0.00,0.00,"3,906,000.00",0.00,0.00,0.00,0.00,"14,426,823.83",0.00,"14,426,823.83","18,332,823.83",14.08,14.08
FR,France,2014FR06RDNP001,France - National Rural Development,EAFRD,,2018,"682,250,000.00",0.00,"682,250,000.00","20,467,500.00",0.00,0.00,0.00,"20,467,500.00",0.00,0.00,0.00,0.00,"297,807,485.94",0.00,"297,807,485.94","318,274,985.94",46.65,46.65
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI,,2018,"85,153,722.00","-7,465,678.00","77,688,044.00","2,778,582.00","13,429,813.00","13,429,813.00",0.00,"2,778,582.00","6,830,680.76",0.00,"4,283,647.26","2,547,033.50","5,593,138.26",0.00,"5,593,138.26","10,918,753.76",14.05,12.82
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,ESF,Transition,2018,"329,622,862.00",0.00,"329,622,862.00","9,685,318.95",0.00,0.00,0.00,"9,685,318.95","23,449,660.93",0.00,"14,931,518.68","8,518,142.25","91,285,091.94","6,137,900.75","85,147,191.19","103,350,652.39",31.35,31.35
RO,Romania,2014RO05M9OP001,Human Capital - RO - ESF/YEI,YEI,,2018,"302,237,196.00",0.00,"302,237,196.00","8,479,545.20","30,208,379.78","30,208,379.78",0.00,"8,479,545.20","18,115,997.04",0.00,"9,804,474.14","8,311,522.90","251,299.46",0.00,"251,299.46","17,042,367.56",5.64,5.64
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,YEI Specific Allocation,,2018,"54,192,195.00",0.00,"54,192,195.00","1,096,918.80","10,603,548.40",0.00,"10,603,548.40","11,700,467.20","3,181,368.51",0.00,"1,691,083.15","1,490,285.36","8,706,420.81","491,979.91","8,214,440.90","21,405,193.46",39.50,39.50
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI ESF Matching Component,,2018,"38,844,022.00",0.00,"38,844,022.00","1,389,291.00",0.00,0.00,0.00,"1,389,291.00","3,415,340.38",0.00,"2,141,823.63","1,273,516.75","2,796,569.13",0.00,"2,796,569.13","5,459,376.88",14.05,14.05
FR,France,2014FR06RDRP031,Nord-Pas de Calais - Rural Development,EAFRD,,2018,"120,783,960.00",0.00,"120,783,960.00","3,623,518.80",0.00,0.00,0.00,"3,623,518.80",0.00,0.00,0.00,0.00,"19,304,120.57",0.00,"19,304,120.57","22,927,639.37",18.98,18.98
RO,Romania,2014RO05M9OP001,Human Capital - RO - ESF/YEI,YEI ESF Matching Component,,2018,"151,118,598.00",0.00,"151,118,598.00","4,239,772.60",0.00,0.00,0.00,"4,239,772.60","9,057,998.52",0.00,"4,902,237.07","4,155,761.45","125,649.73",0.00,"125,649.73","8,521,183.78",5.64,5.64
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,ESF,More developed,2018,"196,306,188.00",0.00,"196,306,188.00","5,575,293.99",0.00,0.00,0.00,"5,575,293.99","13,672,383.36",0.00,"8,595,259.61","5,077,123.75","41,253,818.77","4,300,744.52","36,953,074.25","47,605,491.99",24.25,24.25
HU,Hungary,2014HU16M1OP001,Environmental and Energy Efficiency  - HU - ERDF/CF,CF,,2018,"3,131,268,934.00",0.00,"3,131,268,934.00","87,953,575.50",0.00,0.00,0.00,"87,953,575.50","216,219,206.44",0.00,"135,595,095.56","80,624,110.88","502,687,505.42",0.00,"502,687,505.42","671,265,191.80",21.44,21.44
RO,Romania,2014RO05M9OP001,Human Capital - RO - ESF/YEI,YEI Specific Allocation,,2018,"151,118,598.00",0.00,"151,118,598.00","4,239,772.60","30,208,379.78","30,208,379.78",0.00,"4,239,772.60","9,057,998.52",0.00,"4,902,237.07","4,155,761.45","125,649.73",0.00,"125,649.73","8,521,183.78",5.64,5.64
BE,Belgium,2014BE05M9OP001,Wallonie-Bruxelles 2020.eu - ESF/YEI,YEI ESF Matching Component,,2018,"54,192,195.00",0.00,"54,192,195.00","1,096,918.80",0.00,0.00,0.00,"1,096,918.80","3,181,368.51",0.00,"1,691,083.15","1,490,285.36","8,706,420.81","491,979.91","8,214,440.90","10,801,645.06",19.93,19.93
ES,Spain,2014ES16RFOP016,La Rioja  - ERDF,ERDF,More developed,2018,"33,806,515.00",0.00,"33,806,515.00","1,102,058.34",0.00,0.00,0.00,"1,102,058.34","2,322,194.35",0.00,"1,456,291.37","865,902.98","2,833,525.77",0.00,"2,833,525.77","4,801,487.09",14.20,14.20
RO,Romania,2014RO16RFTA001,Technical Assistance - RO - ERDF,ERDF,More developed,2018,"12,255,319.00",0.00,"12,255,319.00","490,212.77",0.00,0.00,0.00,"490,212.77","903,829.77",0.00,"566,808.50","337,021.27","4,279,429.21",0.00,"4,279,429.21","5,106,663.25",41.67,41.67
HU,Hungary,2014HU05M2OP001,Human Resources Development - HU - ESF/ERDF,ERDF,Less developed,2018,"904,816,497.00",0.00,"904,816,497.00","25,515,825.24",0.00,0.00,0.00,"25,515,825.24","62,726,403.71",0.00,"39,336,897.24","23,389,506.47","133,799,005.28",0.00,"133,799,005.28","182,704,336.99",20.19,20.19
ES,Spain,2014ES05SFOP003,Murcia - ESF,ESF,Transition,2018,"102,563,982.00",0.00,"102,563,982.00","2,991,888.52",0.00,0.00,0.00,"2,991,888.52","6,304,336.52",0.00,"3,953,566.97","2,350,769.55","6,443,293.30",0.00,"6,443,293.30","11,785,951.37",11.49,11.49
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,More developed,2018,"297,923,283.00","-8,911,554.00","289,011,729.00","8,190,904.47",0.00,0.00,0.00,"8,190,904.47","20,135,973.49",0.00,"12,627,644.39","7,508,329.10","15,840,412.88",0.00,"15,840,412.88","31,539,646.45",10.91,10.59
HU,Hungary,2014HU16M1OP003,Integrated Transport - HU - ERDF/CF,ERDF,Less developed,2018,"631,099,276.00",0.00,"631,099,276.00","17,796,999.60",0.00,0.00,0.00,"17,796,999.60","43,750,957.35",0.00,"27,437,041.05","16,313,916.30","196,738,768.42",0.00,"196,738,768.42","230,849,684.32",36.58,36.58
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI Specific Allocation,,2018,"38,844,022.00",0.00,"38,844,022.00","1,389,291.00","13,429,813.00","13,429,813.00",0.00,"1,389,291.00","3,415,340.38",0.00,"2,141,823.63","1,273,516.75","2,796,569.13",0.00,"2,796,569.13","5,459,376.88",14.05,14.05
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2018,"82,875,935.00","-2,714,311.00","80,161,624.00","2,286,240.78",0.00,0.00,0.00,"2,286,240.78","5,666,964.10",0.00,"3,524,621.20","2,142,342.90","3,298,930.76",0.00,"3,298,930.76","7,727,514.44",9.64,9.32
ES,Spain,2014ES16RFOP005,Asturias  - ERDF,ERDF,More developed,2018,"263,779,031.00",0.00,"263,779,031.00","8,341,606.04",0.00,0.00,0.00,"8,341,606.04","17,841,524.49",0.00,"11,022,836.54","6,818,687.95","43,145,861.60",0.00,"43,145,861.60","58,306,155.59",22.10,22.10
ES,Spain,2014ES05SFOP015,Castilla-La Mancha  - ESF,ESF,Transition,2018,"208,635,932.00",0.00,"208,635,932.00","6,232,724.05",0.00,0.00,0.00,"6,232,724.05","13,133,239.97",0.00,"8,236,099.64","4,897,140.33","14,927,979.46",0.00,"14,927,979.46","26,057,843.84",12.49,12.49
MT,Malta,2014MT05FMOP001,FEAD - Malta,FEAD,,2018,"3,944,660.00",0.00,"3,944,660.00","433,912.60",0.00,0.00,0.00,"433,912.60",0.00,0.00,0.00,0.00,"1,548,878.96",0.00,"1,548,878.96","1,982,791.56",50.27,50.27
ES,Spain,2014ES16RFOP012,Ceuta  - ERDF,ERDF,More developed,2018,"45,377,141.00",0.00,"45,377,141.00","1,436,832.25",0.00,0.00,0.00,"1,436,832.25","3,069,700.55",0.00,"1,898,671.18","1,171,029.37","1,554,529.38",0.00,"1,554,529.38","4,162,391.00",9.17,9.17
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI,,2014,"92,619,400.00",0.00,"92,619,400.00","926,194.00",0.00,0.00,0.00,"926,194.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"926,194.00",1.00,1.00
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI,,2017,"92,619,400.00",0.00,"92,619,400.00","2,778,582.00","13,429,813.00","13,429,813.00",0.00,"2,778,582.00","4,283,647.26",0.00,"1,852,388.00","2,431,259.26",0.00,0.00,0.00,"5,209,841.26",5.63,5.63
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2016,"81,072,368.00",0.00,"81,072,368.00","2,286,240.78",0.00,0.00,0.00,"2,286,240.78","1,524,160.52",0.00,0.00,"1,524,160.52",0.00,0.00,0.00,"3,810,401.30",4.70,4.70
DE,Germany,2014DE05SFOP007,Hamburg - ESF,ESF,More developed,2018,"78,176,271.00",0.00,"78,176,271.00","2,204,570.88",0.00,0.00,0.00,"2,204,570.88","5,419,570.08",0.00,"3,398,713.44","2,020,856.64","41,877,318.38",0.00,"41,877,318.38","46,102,745.90",58.97,58.97
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,More developed,2017,"290,457,605.00",0.00,"290,457,605.00","8,190,904.47",0.00,0.00,0.00,"8,190,904.47","12,627,644.39",0.00,"5,460,602.98","7,167,041.41",0.00,0.00,0.00,"15,357,945.88",5.29,5.29
CZ,Czechia,2014CZ14MFOP001,Maritime and Fisheries - Czech Republic,EMFF,,2018,"31,108,015.00",0.00,"31,108,015.00","877,246.02",0.00,0.00,0.00,"877,246.02","2,156,563.14",0.00,"1,352,420.95","804,142.19","5,318,822.45",0.00,"5,318,822.45","7,000,210.66",22.50,22.50
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2017,"81,072,368.00",0.00,"81,072,368.00","2,286,240.78",0.00,0.00,0.00,"2,286,240.78","3,524,621.20",0.00,"1,524,160.52","2,000,460.68",0.00,0.00,0.00,"4,286,701.46",5.29,5.29
BE,Belgium,2014BE14MFOP001,Maritime and Fisheries - Belgium,EMFF,,2018,"41,746,051.00",0.00,"41,746,051.00","1,177,238.64",0.00,0.00,0.00,"1,177,238.64","2,894,045.00",0.00,"1,814,909.58","1,079,135.42","8,206,693.36","1,922,296.85","6,284,396.51","8,540,770.57",20.46,20.46
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI,,2015,"92,619,400.00",0.00,"92,619,400.00","1,852,388.00","13,429,813.00",0.00,"13,429,813.00","15,282,201.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"15,282,201.00",16.50,16.50
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,More developed,2016,"290,457,605.00",0.00,"290,457,605.00","8,190,904.47",0.00,0.00,0.00,"8,190,904.47","5,460,602.98",0.00,0.00,"5,460,602.98",0.00,0.00,0.00,"13,651,507.45",4.70,4.70
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2015,"81,072,368.00",0.00,"81,072,368.00","1,524,160.52",0.00,0.00,0.00,"1,524,160.52",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,524,160.52",1.88,1.88
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,More developed,2014,"290,457,605.00",0.00,"290,457,605.00","2,730,301.49",0.00,0.00,0.00,"2,730,301.49",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,730,301.49",0.94,0.94
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,Transition,2014,"81,072,368.00",0.00,"81,072,368.00","762,080.26",0.00,0.00,0.00,"762,080.26",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"762,080.26",0.94,0.94
DE,Germany,2014DE05SFOP010,Nordrhein-Westfalen - ESF,ESF,More developed,2018,"627,000,596.00",0.00,"627,000,596.00","17,681,416.80",0.00,0.00,0.00,"17,681,416.80","43,466,816.30",0.00,"27,258,850.90","16,207,965.40","120,021,685.82",0.00,"120,021,685.82","153,911,068.02",24.55,24.55
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,YEI,,2016,"92,619,400.00",0.00,"92,619,400.00","2,778,582.00","13,429,813.00","13,429,813.00",0.00,"2,778,582.00","1,852,388.00",0.00,0.00,"1,852,388.00",0.00,0.00,0.00,"4,630,970.00",5.00,5.00
UK,United Kingdom,2014UK05M9OP002,Scotland - ESF/YEI,ESF,More developed,2015,"290,457,605.00",0.00,"290,457,605.00","5,460,602.98",0.00,0.00,0.00,"5,460,602.98",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,460,602.98",1.88,1.88
ES,Spain,2014ES14MFOP001,Maritime and Fisheries - Spain,EMFF,,2018,"1,161,620,889.00",0.00,"1,161,620,889.00","38,217,327.26",0.00,0.00,0.00,"38,217,327.26","80,529,368.17",0.00,"50,501,468.18","30,027,899.99","41,200,907.93",0.00,"41,200,907.93","109,446,135.18",9.42,9.42
FR,France,2014FR16RFOP004,Interregional Pyrénées - ERDF,ERDF,Transition,2015,"14,700,000.00",0.00,"14,700,000.00","276,360.00",0.00,0.00,0.00,"276,360.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"276,360.00",1.88,1.88
ES,Spain,2014ES05SFOP018,Aragón  - ESF,ESF,More developed,2018,"79,930,146.00",0.00,"79,930,146.00","2,594,423.97",0.00,0.00,0.00,"2,594,423.97","5,466,821.93",0.00,"3,428,345.96","2,038,475.97",0.00,0.00,0.00,"4,632,899.94",5.80,5.80
FR,France,2014FR16RFOP004,Interregional Pyrénées - ERDF,ERDF,Transition,2014,"14,700,000.00",0.00,"14,700,000.00","138,180.00",0.00,0.00,0.00,"138,180.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"138,180.00",0.94,0.94
FR,France,2014FR06RDRP001,Guadeloupe - Rural Development,EAFRD,,2018,"174,024,818.00",0.00,"174,024,818.00","5,220,744.54",0.00,0.00,0.00,"5,220,744.54",0.00,0.00,0.00,0.00,"29,505,751.80",0.00,"29,505,751.80","34,726,496.34",19.95,19.95
IT,Italy,2014IT06RDRP004,Friuli-Venezia Giulia - Rural Development,EAFRD,,2018,"126,042,000.00",0.00,"126,042,000.00","3,830,760.00",0.00,0.00,0.00,"3,830,760.00",0.00,0.00,0.00,0.00,"17,647,201.48",0.00,"17,647,201.48","21,477,961.48",17.04,17.04
EE,Estonia,2014EE06RDNP001,Estonia - National Rural Development,EAFRD,,2018,"823,341,558.00",0.00,"823,341,558.00","24,700,246.74",0.00,0.00,0.00,"24,700,246.74",0.00,0.00,0.00,0.00,"346,461,701.80",0.00,"346,461,701.80","371,161,948.54",45.08,45.08
FI,Finland,2014FI06RDRP002,Åland - Rural Development,EAFRD,,2018,"20,709,000.00",0.00,"20,709,000.00","621,270.00",0.00,0.00,0.00,"621,270.00",0.00,0.00,0.00,0.00,"12,253,230.01",0.00,"12,253,230.01","12,874,500.01",62.17,62.17
FR,France,2014FR06RDRP004,Réunion - Rural Development,EAFRD,,2018,"385,500,000.00",0.00,"385,500,000.00","11,565,000.00",0.00,0.00,0.00,"11,565,000.00",0.00,0.00,0.00,0.00,"61,915,730.20",0.00,"61,915,730.20","73,480,730.20",19.06,19.06
FI,Finland,2016FI16RFSM001,SME Initiative - FI - ERDF,ERDF,More developed,2018,"20,000,000.00",0.00,"20,000,000.00",0.00,0.00,0.00,0.00,0.00,"1,075,000.00",0.00,"525,000.00","550,000.00","18,000,000.00",0.00,"18,000,000.00","18,550,000.00",92.75,92.75
IT,Italy,2014IT06RDRP017,Basilicata - Rural Development,EAFRD,,2018,"406,183,000.00",0.00,"406,183,000.00","12,344,910.00",0.00,0.00,0.00,"12,344,910.00",0.00,0.00,0.00,0.00,"68,876,015.80",0.00,"68,876,015.80","81,220,925.80",20.00,20.00
DK,Denmark,2014DK06RDNP001,Denmark - National Rural Development,EAFRD,,2018,"918,803,690.00",0.00,"918,803,690.00","27,564,110.70",0.00,0.00,0.00,"27,564,110.70",0.00,0.00,0.00,0.00,"266,198,328.49",0.00,"266,198,328.49","293,762,439.19",31.97,31.97
LV,Latvia,2014LV06RDNP001,Latvia - National Rural Development,EAFRD,,2018,"1,075,603,782.00",0.00,"1,075,603,782.00","32,268,113.46",0.00,0.00,0.00,"32,268,113.46",0.00,0.00,0.00,0.00,"517,333,271.57",0.00,"517,333,271.57","549,601,385.03",51.10,51.10
FI,Finland,2014FI06RDRP001,Mainland Finland - Rural Development,EAFRD,,2018,"2,359,699,338.00",0.00,"2,359,699,338.00","70,790,980.14",0.00,0.00,0.00,"70,790,980.14",0.00,0.00,0.00,0.00,"1,368,444,012.59",0.00,"1,368,444,012.59","1,439,234,992.73",60.99,60.99
